"cbsa10","cbsaname10","intptlon","intptlat","pop10","afact"
"CBSA (2010)","2010 CBSA name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Population (2010)","_us_ to cbsa10 allocation factor"
"34580","Mount Vernon-Anacortes, WA Metropolitan Statistical Area",-122.335869,48.466681,116901,0.000379 
"34620","Muncie, IN Metropolitan Statistical Area",-85.401955,40.20517,117671,0.000381 
"34660","Murray, KY Micropolitan Statistical Area",-88.305815,36.620185,37191,0.00012 
"34700","Muscatine, IA Micropolitan Statistical Area",-91.11708,41.413943,54132,0.000175 
"34740","Muskegon-Norton Shores, MI Metropolitan Statistical Area",-86.215465,43.244173,172188,0.000558 
"34780","Muskogee, OK Micropolitan Statistical Area",-95.36836,35.70997,70990,0.00023 
"34820","Myrtle Beach-North Myrtle Beach-Conway, SC Metropolitan Statistical Area",-78.940068,33.786228,269291,0.000872 
"34860","Nacogdoches, TX Micropolitan Statistical Area",-94.642791,31.623267,64524,0.000209 
"34900","Napa, CA Metropolitan Statistical Area",-122.321752,38.329076,136484,0.000442 
"34940","Naples-Marco Island, FL Metropolitan Statistical Area",-81.699586,26.199831,321520,0.001041 
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Are",-86.675619,36.121596,1589934,0.00515 
"35020","Natchez, MS-LA Micropolitan Statistical Area",-91.428127,31.565337,53119,0.000172 
"35060","Natchitoches, LA Micropolitan Statistical Area",-93.097376,31.759483,39566,0.000128 
"35100","New Bern, NC Micropolitan Statistical Area",-77.036641,35.067612,126802,0.000411 
"35140","Newberry, SC Micropolitan Statistical Area",-81.575817,34.268079,37508,0.000121 
"35220","New Castle, IN Micropolitan Statistical Area",-85.403676,39.928644,49462,0.00016 
"35260","New Castle, PA Micropolitan Statistical Area",-80.336678,40.986593,91108,0.000295 
"35300","New Haven-Milford, CT Metropolitan Statistical Area",-72.941523,41.396052,862477,0.002793 
"35340","New Iberia, LA Micropolitan Statistical Area",-91.810242,29.994199,73240,0.000237 
"35380","New Orleans-Metairie-Kenner, LA Metropolitan Statistical Area",-90.095243,30.040786,1167764,0.003782 
"35420","New Philadelphia-Dover, OH Micropolitan Statistical Area",-81.465323,40.479556,92582,0.0003 
"35460","Newport, TN Micropolitan Statistical Area",-83.174758,35.947227,35662,0.000116 
"35500","Newton, IA Micropolitan Statistical Area",-93.070044,41.678374,36842,0.000119 
"35580","New Ulm, MN Micropolitan Statistical Area",-94.599156,44.284245,25893,0.000084 
"35620","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",-73.949602,40.729847,18897109,0.061206 
"35660","Niles-Benton Harbor, MI Metropolitan Statistical Area",-86.407548,41.987514,156813,0.000508 
"35700","Nogales, AZ Micropolitan Statistical Area",-110.94318,31.434734,47420,0.000154 
"35740","Norfolk, NE Micropolitan Statistical Area",-97.454624,42.04054,48271,0.000156 
"35820","North Platte, NE Micropolitan Statistical Area",-100.786212,41.13354,37590,0.000122 
"35840","North Port-Bradenton-Sarasota, FL Metropolitan Statistical Area",-82.473999,27.331793,702281,0.002275 
"35860","North Vernon, IN Micropolitan Statistical Area",-85.648821,39.005169,28525,0.000092 
"35900","North Wilkesboro, NC Micropolitan Statistical Area",-81.13417,36.193059,69340,0.000225 
"35940","Norwalk, OH Micropolitan Statistical Area",-82.614391,41.175374,59626,0.000193 
"35980","Norwich-New London, CT Metropolitan Statistical Area",-72.097691,41.443373,274055,0.000888 
"36020","Oak Harbor, WA Micropolitan Statistical Area",-122.576763,48.206288,78506,0.000254 
"36060","Oak Hill, WV Micropolitan Statistical Area",-81.133606,38.033101,46039,0.000149 
"36100","Ocala, FL Metropolitan Statistical Area",-82.123382,29.140116,331298,0.001073 
"36140","Ocean City, NJ Metropolitan Statistical Area",-74.806974,39.095953,97265,0.000315 
"36180","Ocean Pines, MD Micropolitan Statistical Area",-75.237934,38.301936,51454,0.000167 
"36220","Odessa, TX Metropolitan Statistical Area",-102.385795,31.864941,137130,0.000444 
"36260","Ogden-Clearfield, UT Metropolitan Statistical Area",-111.967965,41.107149,547184,0.001772 
"36300","Ogdensburg-Massena, NY Micropolitan Statistical Area",-75.149263,44.651458,111944,0.000363 
"36340","Oil City, PA Micropolitan Statistical Area",-79.766043,41.406083,54984,0.000178 
"36380","Okeechobee, FL Micropolitan Statistical Area",-80.822166,27.272058,39996,0.00013 
"36420","Oklahoma City, OK Metropolitan Statistical Area",-97.517838,35.450109,1252987,0.004058 
"36460","Olean, NY Micropolitan Statistical Area",-78.607814,42.224267,80317,0.00026 
"36500","Olympia, WA Metropolitan Statistical Area",-122.841,46.999073,252264,0.000817 
"36540","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",-96.031505,41.240784,865350,0.002803 
"36580","Oneonta, NY Micropolitan Statistical Area",-75.059895,42.563532,62259,0.000202 
"36620","Ontario, OR-ID Micropolitan Statistical Area",-116.992153,43.991874,53936,0.000175 
"36660","Opelousas-Eunice, LA Micropolitan Statistical Area",-92.111291,30.514029,83384,0.00027 
"36700","Orangeburg, SC Micropolitan Statistical Area",-80.799194,33.471516,92501,0.0003 
"36740","Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",-81.420795,28.560262,2134411,0.006913 
"36780","Oshkosh-Neenah, WI Metropolitan Statistical Area",-88.539995,44.100644,166994,0.000541 
"36820","Oskaloosa, IA Micropolitan Statistical Area",-92.641034,41.31208,22381,0.000072 
"36860","Ottawa-Streator, IL Micropolitan Statistical Area",-89.029704,41.353351,154908,0.000502 
"36900","Ottumwa, IA Micropolitan Statistical Area",-92.418403,41.016218,35625,0.000115 
"36940","Owatonna, MN Micropolitan Statistical Area",-93.21444,44.064305,36576,0.000118 
"36980","Owensboro, KY Metropolitan Statistical Area",-87.083642,37.737233,114752,0.000372 
"37020","Owosso, MI Micropolitan Statistical Area",-84.147223,42.942805,70648,0.000229 
"37060","Oxford, MS Micropolitan Statistical Area",-89.526947,34.361506,47351,0.000153 
"37100","Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",-119.025017,34.241989,823318,0.002667 
"37140","Paducah, KY-IL Micropolitan Statistical Area",-88.657516,37.076601,98762,0.00032 
"37220","Pahrump, NV Micropolitan Statistical Area",-116.169199,36.468656,43946,0.000142 
"37260","Palatka, FL Micropolitan Statistical Area",-81.72048,29.609299,74364,0.000241 
"37300","Palestine, TX Micropolitan Statistical Area",-95.687081,31.776144,58458,0.000189 
"37340","Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",-80.69111,28.232195,543376,0.00176 
"37380","Palm Coast, FL Metropolitan Statistical Area",-81.224737,29.523494,95696,0.00031 
"37420","Pampa, TX Micropolitan Statistical Area",-100.929238,35.535584,23464,0.000076 
"37460","Panama City-Lynn Haven-Panama City Beach, FL Metropolitan Statistical Area",-85.660206,30.206925,168852,0.000547 
"37500","Paragould, AR Micropolitan Statistical Area",-90.523,36.07312,42090,0.000136 
"37540","Paris, TN Micropolitan Statistical Area",-88.293713,36.319165,32330,0.000105 
"37580","Paris, TX Micropolitan Statistical Area",-95.535648,33.674176,49793,0.000161 
"37620","Parkersburg-Marietta-Vienna, WV-OH Metropolitan Statistical Area",-81.502842,39.319928,162056,0.000525 
"37660","Parsons, KS Micropolitan Statistical Area",-95.260583,37.258236,21607,0.00007 
"37700","Pascagoula, MS Metropolitan Statistical Area",-88.651246,30.503675,162246,0.000526 
"37740","Payson, AZ Micropolitan Statistical Area",-111.008927,33.82356,53597,0.000174 
"37780","Pecos, TX Micropolitan Statistical Area",-103.53282,31.382677,13783,0.000045 
"37800","Pella, IA Micropolitan Statistical Area",-93.042648,41.354831,33309,0.000108 
"37820","Pendleton-Hermiston, OR Micropolitan Statistical Area",-119.036916,45.789824,87062,0.000282 
"37860","Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",-87.194632,30.506986,448991,0.001454 
"37900","Peoria, IL Metropolitan Statistical Area",-89.557616,40.711432,379186,0.001228 
"37940","Peru, IN Micropolitan Statistical Area",-86.073939,40.730651,36903,0.00012 
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",-75.243209,39.976657,5965343,0.019321 
"38020","Phoenix Lake-Cedar Ridge, CA Micropolitan Statistical Area",-120.328508,37.971531,55365,0.000179 
"38060","Phoenix-Mesa-Glendale, AZ Metropolitan Statistical Area",-112.000978,33.454574,4192887,0.01358 
"38100","Picayune, MS Micropolitan Statistical Area",-89.63166,30.641969,55834,0.000181 
"38180","Pierre, SD Micropolitan Statistical Area",-100.324697,44.379775,19988,0.000065 
"38200","Pierre Part, LA Micropolitan Statistical Area",-91.066472,29.922958,23421,0.000076 
"38220","Pine Bluff, AR Metropolitan Statistical Area",-92.008086,34.169487,100258,0.000325 
"38260","Pittsburg, KS Micropolitan Statistical Area",-94.731411,37.439935,39134,0.000127 
"38300","Pittsburgh, PA Metropolitan Statistical Area",-79.919918,40.436134,2356285,0.007632 
"38340","Pittsfield, MA Metropolitan Statistical Area",-73.216435,42.460782,131219,0.000425 
"38380","Plainview, TX Micropolitan Statistical Area",-101.739773,34.145755,36273,0.000117 
"38420","Platteville, WI Micropolitan Statistical Area",-90.616177,42.82529,51208,0.000166 
"38460","Plattsburgh, NY Micropolitan Statistical Area",-73.545324,44.730039,82128,0.000266 
"38500","Plymouth, IN Micropolitan Statistical Area",-86.273059,41.347249,47051,0.000152 
"38540","Pocatello, ID Metropolitan Statistical Area",-112.45871,42.861089,90656,0.000294 
"38580","Point Pleasant, WV-OH Micropolitan Statistical Area",-82.173549,38.828676,58258,0.000189 
"38620","Ponca City, OK Micropolitan Statistical Area",-97.128558,36.745204,46562,0.000151 
"38700","Pontiac, IL Micropolitan Statistical Area",-88.57323,40.907044,38950,0.000126 
"38740","Poplar Bluff, MO Micropolitan Statistical Area",-90.413597,36.75379,42794,0.000139 
"38780","Portales, NM Micropolitan Statistical Area",-103.348218,34.167549,19846,0.000064 
"38820","Port Angeles, WA Micropolitan Statistical Area",-123.451952,48.094259,71404,0.000231 
"38860","Portland-South Portland-Biddeford, ME Metropolitan Statistical Area",-70.40409,43.638145,514098,0.001665 
"38900","Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",-122.677088,45.511352,2226009,0.00721 
"38940","Port St. Lucie, FL Metropolitan Statistical Area",-80.315654,27.271217,424107,0.001374 
"39020","Portsmouth, OH Micropolitan Statistical Area",-82.945473,38.781629,79499,0.000257 
"39060","Pottsville, PA Micropolitan Statistical Area",-76.197269,40.713737,148289,0.00048 
"39100","Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",-74.06387,41.536973,670301,0.002171 
"39140","Prescott, AZ Metropolitan Statistical Area",-112.267662,34.629015,211033,0.000684 
"39220","Price, UT Micropolitan Statistical Area",-110.777266,39.601629,21403,0.000069 
"39260","Prineville, OR Micropolitan Statistical Area",-120.839363,44.285944,20978,0.000068 
"39300","Providence-New Bedford-Fall River, RI-MA Metropolitan Statistical Area",-71.333584,41.767176,1600852,0.005185 
"39340","Provo-Orem, UT Metropolitan Statistical Area",-111.734847,40.262197,526810,0.001706 
"39380","Pueblo, CO Metropolitan Statistical Area",-104.645129,38.263685,159063,0.000515 
"39420","Pullman, WA Micropolitan Statistical Area",-117.221448,46.797297,44776,0.000145 
"39460","Punta Gorda, FL Metropolitan Statistical Area",-82.119939,26.954793,159978,0.000518 
"39500","Quincy, IL-MO Micropolitan Statistical Area",-91.371206,39.962538,77314,0.00025 
"39540","Racine, WI Metropolitan Statistical Area",-87.926099,42.734944,195408,0.000633 
"39580","Raleigh-Cary, NC Metropolitan Statistical Area",-78.616208,35.775247,1130490,0.003662 
"39660","Rapid City, SD Metropolitan Statistical Area",-103.228803,44.111396,126382,0.000409 
"39700","Raymondville, TX Micropolitan Statistical Area",-97.779934,26.452146,22134,0.000072 
"39740","Reading, PA Metropolitan Statistical Area",-75.908726,40.364227,411442,0.001333 
"39780","Red Bluff, CA Micropolitan Statistical Area",-122.218755,40.115187,63463,0.000206 
"39820","Redding, CA Metropolitan Statistical Area",-122.299786,40.580269,177223,0.000574 
"39860","Red Wing, MN Micropolitan Statistical Area",-92.667398,44.449073,46183,0.00015 
"39900","Reno-Sparks, NV Metropolitan Statistical Area",-119.79386,39.53418,425417,0.001378 
"39940","Rexburg, ID Micropolitan Statistical Area",-111.747428,43.870157,50778,0.000164 
"39980","Richmond, IN Micropolitan Statistical Area",-84.949824,39.842737,68917,0.000223 
"40060","Richmond, VA Metropolitan Statistical Area",-77.5031,37.519331,1258251,0.004075 
"40080","Richmond-Berea, KY Micropolitan Statistical Area",-84.297858,37.65079,99972,0.000324 
"40100","Rio Grande City-Roma, TX Micropolitan Statistical Area",-98.841215,26.388176,60968,0.000197 
"40140","Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",-117.206547,33.98822,4224851,0.013684 
"40180","Riverton, WY Micropolitan Statistical Area",-108.609177,43.013591,40123,0.00013 
"40220","Roanoke, VA Metropolitan Statistical Area",-79.950546,37.250857,308707,0.001 
"40260","Roanoke Rapids, NC Micropolitan Statistical Area",-77.604476,36.375829,76790,0.000249 
"40300","Rochelle, IL Micropolitan Statistical Area",-89.256168,42.028654,53497,0.000173 
"40340","Rochester, MN Metropolitan Statistical Area",-92.480062,44.056534,186011,0.000602 
"40380","Rochester, NY Metropolitan Statistical Area",-77.57278,43.112112,1054323,0.003415 
"40420","Rockford, IL Metropolitan Statistical Area",-89.029647,42.30509,349431,0.001132 
"40460","Rockingham, NC Micropolitan Statistical Area",-79.733495,34.943605,46639,0.000151 
"40500","Rockland, ME Micropolitan Statistical Area",-69.162867,44.129786,39736,0.000129 
"40540","Rock Springs, WY Micropolitan Statistical Area",-109.294973,41.580267,43806,0.000142 
"40580","Rocky Mount, NC Metropolitan Statistical Area",-77.824567,35.931204,152392,0.000494 
"40620","Rolla, MO Micropolitan Statistical Area",-91.74867,37.942882,45156,0.000146 
"40660","Rome, GA Metropolitan Statistical Area",-85.183155,34.255797,96317,0.000312 
"40700","Roseburg, OR Micropolitan Statistical Area",-123.387062,43.237447,107667,0.000349 
"40740","Roswell, NM Micropolitan Statistical Area",-104.512634,33.364653,65645,0.000213 
"40760","Ruidoso, NM Micropolitan Statistical Area",-105.631184,33.420965,20497,0.000066 
"40780","Russellville, AR Micropolitan Statistical Area",-93.14802,35.259878,83939,0.000272 
"40820","Ruston, LA Micropolitan Statistical Area",-92.647424,32.479884,63009,0.000204 
"40860","Rutland, VT Micropolitan Statistical Area",-73.045531,43.601634,61642,0.0002 
"40900","Sacramento--Arden-Arcade--Roseville, CA Metropolitan Statistical Area",-121.326757,38.631388,2149127,0.006961 
"40940","Safford, AZ Micropolitan Statistical Area",-109.708327,32.886377,45657,0.000148 
"40980","Saginaw-Saginaw Township North, MI Metropolitan Statistical Area",-83.99374,43.398201,200169,0.000648 
"41060","St. Cloud, MN Metropolitan Statistical Area",-94.308326,45.573226,189093,0.000612 
"41100","St. George, UT Metropolitan Statistical Area",-113.519704,37.135163,138115,0.000447 
"41140","St. Joseph, MO-KS Metropolitan Statistical Area",-94.788509,39.783315,127329,0.000412 
"41180","St. Louis, MO-IL Metropolitan Statistical Area",-90.355449,38.647981,2812896,0.009111 
"41220","St. Marys, GA Micropolitan Statistical Area",-81.635106,30.814166,50513,0.000164 
"41260","St. Marys, PA Micropolitan Statistical Area",-78.6207,41.419476,31946,0.000103 
"41420","Salem, OR Metropolitan Statistical Area",-123.004297,44.953671,390738,0.001266 
"41460","Salina, KS Micropolitan Statistical Area",-97.614151,38.843485,61697,0.0002 
"41500","Salinas, CA Metropolitan Statistical Area",-121.646434,36.611722,415057,0.001344 
"41540","Salisbury, MD Metropolitan Statistical Area",-75.626433,38.321108,125203,0.000406 
"41580","Salisbury, NC Micropolitan Statistical Area",-80.521956,35.620396,138428,0.000448 
"41620","Salt Lake City, UT Metropolitan Statistical Area",-111.931792,40.644525,1124197,0.003641 
"41660","San Angelo, TX Metropolitan Statistical Area",-100.465579,31.449618,111823,0.000362 
"41700","San Antonio-New Braunfels, TX Metropolitan Statistical Area",-98.494545,29.490713,2142508,0.006939 
"41740","San Diego-Carlsbad-San Marcos, CA Metropolitan Statistical Area",-117.113136,32.883261,3095313,0.010025 
"41780","Sandusky, OH Metropolitan Statistical Area",-82.627928,41.405482,77079,0.00025 
"41820","Sanford, NC Micropolitan Statistical Area",-79.173131,35.45978,57866,0.000187 
"41860","San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",-122.212105,37.764033,4335391,0.014042 
"41940","San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",-121.895273,37.300913,1836911,0.00595 
"42020","San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",-120.667817,35.342391,269637,0.000873 
"42060","Santa Barbara-Santa Maria-Goleta, CA Metropolitan Statistical Area",-120.093457,34.639262,423895,0.001373 
"42100","Santa Cruz-Watsonville, CA Metropolitan Statistical Area",-121.936794,36.985172,262382,0.00085 
"42140","Santa Fe, NM Metropolitan Statistical Area",-106.004873,35.630806,144170,0.000467 
"42220","Santa Rosa-Petaluma, CA Metropolitan Statistical Area",-122.720662,38.41408,483878,0.001567 
"42300","Sault Ste. Marie, MI Micropolitan Statistical Area",-84.395531,46.367642,38520,0.000125 
"42340","Savannah, GA Metropolitan Statistical Area",-81.174191,32.069537,347611,0.001126 
"42380","Sayre, PA Micropolitan Statistical Area",-76.526208,41.829722,62622,0.000203 
"42420","Scottsbluff, NE Micropolitan Statistical Area",-103.680818,41.859392,37660,0.000122 
"42460","Scottsboro, AL Micropolitan Statistical Area",-85.938553,34.731985,53227,0.000172 
"42500","Scottsburg, IN Micropolitan Statistical Area",-85.762727,38.698198,24181,0.000078 
"42540","Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",-75.818067,41.308651,563631,0.001826 
"42580","Seaford, DE Micropolitan Statistical Area",-75.346681,38.662388,197145,0.000639 
"42620","Searcy, AR Micropolitan Statistical Area",-91.767302,35.243736,77076,0.00025 
"42660","Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",-122.263425,47.542018,3439809,0.011141 
"42680","Sebastian-Vero Beach, FL Metropolitan Statistical Area",-80.440607,27.671828,138028,0.000447 
"42700","Sebring, FL Micropolitan Statistical Area",-81.442618,27.460415,98786,0.00032 
"42740","Sedalia, MO Micropolitan Statistical Area",-93.24655,38.702202,42201,0.000137 
"42780","Selinsgrove, PA Micropolitan Statistical Area",-76.981267,40.786766,39702,0.000129 
"42820","Selma, AL Micropolitan Statistical Area",-87.034938,32.408815,43820,0.000142 
"42860","Seneca, SC Micropolitan Statistical Area",-83.00547,34.707762,74273,0.000241 
"42900","Seneca Falls, NY Micropolitan Statistical Area",-76.828565,42.827354,35251,0.000114 
"42940","Sevierville, TN Micropolitan Statistical Area",-83.58097,35.861562,89889,0.000291 
"42980","Seymour, IN Micropolitan Statistical Area",-85.942634,38.925896,42376,0.000137 
"43060","Shawnee, OK Micropolitan Statistical Area",-96.95182,35.317085,69442,0.000225 
"43100","Sheboygan, WI Metropolitan Statistical Area",-87.820228,43.733217,115507,0.000374 
"43140","Shelby, NC Micropolitan Statistical Area",-81.517043,35.292496,98078,0.000318 
"43180","Shelbyville, TN Micropolitan Statistical Area",-86.464758,35.51241,45058,0.000146 
"43220","Shelton, WA Micropolitan Statistical Area",-123.036787,47.287955,60699,0.000197 
"43260","Sheridan, WY Micropolitan Statistical Area",-106.974413,44.781092,29116,0.000094 
"43300","Sherman-Denison, TX Metropolitan Statistical Area",-96.624649,33.649486,120877,0.000392 
"43320","Show Low, AZ Micropolitan Statistical Area",-110.212326,34.893626,107449,0.000348 
"43340","Shreveport-Bossier City, LA Metropolitan Statistical Area",-93.756941,32.472067,398604,0.001291 
"43380","Sidney, OH Micropolitan Statistical Area",-84.192128,40.318869,49423,0.00016 
"43420","Sierra Vista-Douglas, AZ Micropolitan Statistical Area",-110.063145,31.607358,131346,0.000425 
"43460","Sikeston, MO Micropolitan Statistical Area",-89.577831,37.014498,39191,0.000127 
"43500","Silver City, NM Micropolitan Statistical Area",-108.242725,32.780455,29514,0.000096 
"43540","Silverthorne, CO Micropolitan Statistical Area",-106.054594,39.573132,27994,0.000091 
"43580","Sioux City, IA-NE-SD Metropolitan Statistical Area",-96.404481,42.497881,143577,0.000465 
"43620","Sioux Falls, SD Metropolitan Statistical Area",-96.764139,43.526733,228261,0.000739 
"43660","Snyder, TX Micropolitan Statistical Area",-100.905316,32.705897,16921,0.000055 
"43700","Somerset, KY Micropolitan Statistical Area",-84.614631,37.09282,63063,0.000204 
"43740","Somerset, PA Micropolitan Statistical Area",-79.010338,40.031352,77742,0.000252 
"43780","South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",-86.197855,41.710878,319224,0.001034 
"43860","Southern Pines-Pinehurst, NC Micropolitan Statistical Area",-79.446826,35.244618,88247,0.000286 
"43900","Spartanburg, SC Metropolitan Statistical Area",-82.000174,34.962731,284307,0.000921 
"43940","Spearfish, SD Micropolitan Statistical Area",-103.800793,44.447051,24097,0.000078 
"43980","Spencer, IA Micropolitan Statistical Area",-95.159559,43.127315,16667,0.000054 
"44020","Spirit Lake, IA Micropolitan Statistical Area",-95.133555,43.389624,16667,0.000054 
"44060","Spokane, WA Metropolitan Statistical Area",-117.370855,47.681187,471221,0.001526 
"44100","Springfield, IL Metropolitan Statistical Area",-89.661711,39.786329,210170,0.000681 
"44140","Springfield, MA Metropolitan Statistical Area",-72.573164,42.215091,692942,0.002244 
"44180","Springfield, MO Metropolitan Statistical Area",-93.264537,37.216164,436712,0.001414 
"44220","Springfield, OH Metropolitan Statistical Area",-83.832278,39.927147,138333,0.000448 
"44260","Starkville, MS Micropolitan Statistical Area",-88.82871,33.449232,47671,0.000154 
"44300","State College, PA Metropolitan Statistical Area",-77.838198,40.841087,153990,0.000499 
"44340","Statesboro, GA Micropolitan Statistical Area",-81.76246,32.417702,70217,0.000227 
"44380","Statesville-Mooresville, NC Micropolitan Statistical Area",-80.869121,35.707329,159437,0.000516 
"44420","Staunton-Waynesboro, VA Micropolitan Statistical Area",-79.017309,38.124065,118502,0.000384 
"44500","Stephenville, TX Micropolitan Statistical Area",-98.228788,32.206569,37890,0.000123 
"44540","Sterling, CO Micropolitan Statistical Area",-103.187661,40.6394,22709,0.000074 
"44580","Sterling, IL Micropolitan Statistical Area",-89.823257,41.780799,58498,0.000189 
"44600","Steubenville-Weirton, OH-WV Metropolitan Statistical Area",-80.642501,40.38234,124454,0.000403 
"44620","Stevens Point, WI Micropolitan Statistical Area",-89.526929,44.498175,70019,0.000227 
"44660","Stillwater, OK Micropolitan Statistical Area",-97.003216,36.091385,77350,0.000251 
"44700","Stockton, CA Metropolitan Statistical Area",-121.298079,37.931805,685306,0.00222 
"44740","Storm Lake, IA Micropolitan Statistical Area",-95.181418,42.679153,20260,0.000066 
"44780","Sturgis, MI Micropolitan Statistical Area",-85.527227,41.888049,61295,0.000199 
"44860","Sulphur Springs, TX Micropolitan Statistical Area",-95.586937,33.124118,35161,0.000114 
"44900","Summerville, GA Micropolitan Statistical Area",-85.344154,34.49551,26015,0.000084 
"44940","Sumter, SC Metropolitan Statistical Area",-80.387317,33.929411,107456,0.000348 
"44980","Sunbury, PA Micropolitan Statistical Area",-76.682254,40.873395,94528,0.000306 
"45000","Susanville, CA Micropolitan Statistical Area",-120.579613,40.392397,34895,0.000113 
"45020","Sweetwater, TX Micropolitan Statistical Area",-100.411692,32.449323,15216,0.000049 
"45060","Syracuse, NY Metropolitan Statistical Area",-76.144436,43.117848,662577,0.002146 
"45140","Tahlequah, OK Micropolitan Statistical Area",-94.994172,35.900172,46987,0.000152 
"45180","Talladega-Sylacauga, AL Micropolitan Statistical Area",-86.169048,33.372084,82291,0.000267 
"45220","Tallahassee, FL Metropolitan Statistical Area",-84.299327,30.460813,367413,0.00119 
"45260","Tallulah, LA Micropolitan Statistical Area",-91.196834,32.397649,12093,0.000039 
"45300","Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",-82.533881,28.031654,2783243,0.009015 
"45340","Taos, NM Micropolitan Statistical Area",-105.609327,36.433448,32937,0.000107 
"45380","Taylorville, IL Micropolitan Statistical Area",-89.254709,39.525298,34800,0.000113 
"45460","Terre Haute, IN Metropolitan Statistical Area",-87.352132,39.445978,172425,0.000558 
"45500","Texarkana, TX-Texarkana, AR Metropolitan Statistical Area",-94.134485,33.424872,136027,0.000441 
"45520","The Dalles, OR Micropolitan Statistical Area",-121.202628,45.536003,25213,0.000082 
"45540","The Villages, FL Micropolitan Statistical Area",-82.035415,28.825769,93420,0.000303 
"45580","Thomaston, GA Micropolitan Statistical Area",-84.324388,32.907469,27153,0.000088 
"45620","Thomasville, GA Micropolitan Statistical Area",-83.948418,30.868962,44720,0.000145 
"45640","Thomasville-Lexington, NC Micropolitan Statistical Area",-80.199521,35.853744,162878,0.000528 
"45660","Tiffin, OH Micropolitan Statistical Area",-83.20134,41.127601,56745,0.000184 
"45700","Tifton, GA Micropolitan Statistical Area",-83.515046,31.454362,40118,0.00013 
"45740","Toccoa, GA Micropolitan Statistical Area",-83.288687,34.556904,26175,0.000085 
"45780","Toledo, OH Metropolitan Statistical Area",-83.610038,41.600834,651429,0.00211 
"45820","Topeka, KS Metropolitan Statistical Area",-95.697617,39.045968,233870,0.000757 
"45860","Torrington, CT Micropolitan Statistical Area",-73.187411,41.727852,189927,0.000615 
"45900","Traverse City, MI Micropolitan Statistical Area",-85.623346,44.734638,143372,0.000464 
"45940","Trenton-Ewing, NJ Metropolitan Statistical Area",-74.700333,40.255567,366513,0.001187 
"45980","Troy, AL Micropolitan Statistical Area",-85.948661,31.787277,32899,0.000107 
"46020","Truckee-Grass Valley, CA Micropolitan Statistical Area",-120.91627,39.219524,98764,0.00032 
"46060","Tucson, AZ Metropolitan Statistical Area",-110.960036,32.216708,980263,0.003175 
"46100","Tullahoma, TN Micropolitan Statistical Area",-86.13511,35.342858,100210,0.000325 
"46140","Tulsa, OK Metropolitan Statistical Area",-95.920056,36.106428,937478,0.003036 
"46180","Tupelo, MS Micropolitan Statistical Area",-88.719216,34.272851,136268,0.000441 
"46220","Tuscaloosa, AL Metropolitan Statistical Area",-87.544475,33.166863,219461,0.000711 
"46260","Tuskegee, AL Micropolitan Statistical Area",-85.714998,32.425739,21452,0.000069 
"46300","Twin Falls, ID Micropolitan Statistical Area",-114.494762,42.589986,99604,0.000323 
"46340","Tyler, TX Metropolitan Statistical Area",-95.297819,32.326711,209714,0.000679 
"46380","Ukiah, CA Micropolitan Statistical Area",-123.39749,39.285329,87841,0.000285 
"46420","Union, SC Micropolitan Statistical Area",-81.625403,34.73195,28961,0.000094 
"46460","Union City, TN-KY Micropolitan Statistical Area",-89.072596,36.421225,38620,0.000125 
"46500","Urbana, OH Micropolitan Statistical Area",-83.76028,40.120685,40097,0.00013 
"46540","Utica-Rome, NY Metropolitan Statistical Area",-75.280716,43.130879,299397,0.00097 
"46620","Uvalde, TX Micropolitan Statistical Area",-99.754713,29.247671,26405,0.000086 
"46660","Valdosta, GA Metropolitan Statistical Area",-83.290376,30.863861,139588,0.000452 
"46700","Vallejo-Fairfield, CA Metropolitan Statistical Area",-122.069158,38.235582,413344,0.001339 
"46740","Valley, AL Micropolitan Statistical Area",-85.266519,32.86044,34215,0.000111 
"46780","Van Wert, OH Micropolitan Statistical Area",-84.56553,40.856353,28744,0.000093 
"46820","Vermillion, SD Micropolitan Statistical Area",-96.9381,42.811175,13864,0.000045 
"46860","Vernal, UT Micropolitan Statistical Area",-109.597108,40.42648,32588,0.000106 
"46900","Vernon, TX Micropolitan Statistical Area",-99.296462,34.147319,13535,0.000044 
