"cbsa10","cbsaname10","intptlon","intptlat","pop10","afact"
"CBSA (2010)","2010 CBSA name","Wtd centroid W longitude, degrees","Wtd centroid latitude, degrees","Population (2010)","_us_ to cbsa10 allocation factor"
"22220","Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",-94.19716,36.23541,463204,0.0015 
"22260","Fergus Falls, MN Micropolitan Statistical Area",-95.793449,46.405066,57303,0.000186 
"22280","Fernley, NV Micropolitan Statistical Area",-119.325023,39.34878,51980,0.000168 
"22300","Findlay, OH Micropolitan Statistical Area",-83.641926,41.039056,74782,0.000242 
"22340","Fitzgerald, GA Micropolitan Statistical Area",-83.259945,31.684466,27172,0.000088 
"22380","Flagstaff, AZ Metropolitan Statistical Area",-111.58947,35.514426,134421,0.000435 
"22420","Flint, MI Metropolitan Statistical Area",-83.69473,43.006414,425790,0.001379 
"22500","Florence, SC Metropolitan Statistical Area",-79.835461,34.175818,205566,0.000666 
"22520","Florence-Muscle Shoals, AL Metropolitan Statistical Area",-87.637013,34.813358,147137,0.000477 
"22540","Fond du Lac, WI Metropolitan Statistical Area",-88.486927,43.76493,101633,0.000329 
"22580","Forest City, NC Micropolitan Statistical Area",-81.895017,35.348446,67810,0.00022 
"22620","Forrest City, AR Micropolitan Statistical Area",-90.770295,35.015313,28258,0.000092 
"22660","Fort Collins-Loveland, CO Metropolitan Statistical Area",-105.09919,40.504547,299630,0.00097 
"22700","Fort Dodge, IA Micropolitan Statistical Area",-94.179073,42.480374,38013,0.000123 
"22780","Fort Leonard Wood, MO Micropolitan Statistical Area",-92.177309,37.824258,52274,0.000169 
"22800","Fort Madison-Keokuk, IA-MO Micropolitan Statistical Area",-91.447445,40.534414,43001,0.000139 
"22820","Fort Morgan, CO Micropolitan Statistical Area",-103.781504,40.256024,28159,0.000091 
"22840","Fort Payne, AL Micropolitan Statistical Area",-85.817037,34.455111,71109,0.00023 
"22860","Fort Polk South, LA Micropolitan Statistical Area",-93.245843,31.094949,52334,0.00017 
"22900","Fort Smith, AR-OK Metropolitan Statistical Area",-94.413527,35.341089,298592,0.000967 
"22980","Fort Valley, GA Micropolitan Statistical Area",-83.82955,32.584826,27695,0.00009 
"23060","Fort Wayne, IN Metropolitan Statistical Area",-85.15558,41.082034,416257,0.001348 
"23140","Frankfort, IN Micropolitan Statistical Area",-86.512323,40.298201,33224,0.000108 
"23180","Frankfort, KY Micropolitan Statistical Area",-84.884389,38.145161,70706,0.000229 
"23240","Fredericksburg, TX Micropolitan Statistical Area",-98.90577,30.272525,24837,0.00008 
"23300","Freeport, IL Micropolitan Statistical Area",-89.644536,42.324139,47711,0.000155 
"23340","Fremont, NE Micropolitan Statistical Area",-96.530705,41.473485,36691,0.000119 
"23380","Fremont, OH Micropolitan Statistical Area",-83.102017,41.341058,60944,0.000197 
"23420","Fresno, CA Metropolitan Statistical Area",-119.767821,36.738919,930450,0.003014 
"23460","Gadsden, AL Metropolitan Statistical Area",-86.025408,34.013693,104430,0.000338 
"23500","Gaffney, SC Micropolitan Statistical Area",-81.64701,35.080073,55342,0.000179 
"23540","Gainesville, FL Metropolitan Statistical Area",-82.41387,29.668386,264275,0.000856 
"23580","Gainesville, GA Metropolitan Statistical Area",-83.844688,34.275206,179684,0.000582 
"23620","Gainesville, TX Micropolitan Statistical Area",-97.137068,33.610425,38437,0.000124 
"23660","Galesburg, IL Micropolitan Statistical Area",-90.405765,40.925401,70626,0.000229 
"23700","Gallup, NM Micropolitan Statistical Area",-108.634045,35.511504,71492,0.000232 
"23780","Garden City, KS Micropolitan Statistical Area",-100.86582,37.97733,36776,0.000119 
"23820","Gardnerville Ranchos, NV Micropolitan Statistical Area",-119.755984,38.956913,46997,0.000152 
"23860","Georgetown, SC Micropolitan Statistical Area",-79.269346,33.453335,60158,0.000195 
"23900","Gettysburg, PA Micropolitan Statistical Area",-77.158635,39.851864,101407,0.000328 
"23940","Gillette, WY Micropolitan Statistical Area",-105.494899,44.254397,46133,0.000149 
"23980","Glasgow, KY Micropolitan Statistical Area",-85.875745,36.995623,52272,0.000169 
"24020","Glens Falls, NY Metropolitan Statistical Area",-73.589167,43.344655,128923,0.000418 
"24100","Gloversville, NY Micropolitan Statistical Area",-74.330335,43.059173,55531,0.00018 
"24140","Goldsboro, NC Metropolitan Statistical Area",-77.988446,35.370731,122623,0.000397 
"24180","Granbury, TX Micropolitan Statistical Area",-97.763865,32.405196,59672,0.000193 
"24220","Grand Forks, ND-MN Metropolitan Statistical Area",-96.938378,47.866825,98461,0.000319 
"24260","Grand Island, NE Micropolitan Statistical Area",-98.351033,40.962489,72726,0.000236 
"24300","Grand Junction, CO Metropolitan Statistical Area",-108.54378,39.092852,146723,0.000475 
"24340","Grand Rapids-Wyoming, MI Metropolitan Statistical Area",-85.571652,42.967992,774160,0.002507 
"24380","Grants, NM Micropolitan Statistical Area",-107.804576,35.113977,27213,0.000088 
"24420","Grants Pass, OR Micropolitan Statistical Area",-123.386702,42.404127,82713,0.000268 
"24460","Great Bend, KS Micropolitan Statistical Area",-98.757734,38.394739,27674,0.00009 
"24500","Great Falls, MT Metropolitan Statistical Area",-111.306255,47.491839,81327,0.000263 
"24540","Greeley, CO Metropolitan Statistical Area",-104.788372,40.328083,252825,0.000819 
"24580","Green Bay, WI Metropolitan Statistical Area",-88.016456,44.548513,306241,0.000992 
"24620","Greeneville, TN Micropolitan Statistical Area",-82.833435,36.177294,68831,0.000223 
"24660","Greensboro-High Point, NC Metropolitan Statistical Area",-79.835832,36.050277,723801,0.002344 
"24700","Greensburg, IN Micropolitan Statistical Area",-85.494183,39.319976,25740,0.000083 
"24740","Greenville, MS Micropolitan Statistical Area",-91.010985,33.371081,51137,0.000166 
"24780","Greenville, NC Metropolitan Statistical Area",-77.413688,35.566727,189510,0.000614 
"24820","Greenville, OH Micropolitan Statistical Area",-84.60821,40.115612,52959,0.000172 
"24860","Greenville-Mauldin-Easley, SC Metropolitan Statistical Area",-82.368908,34.804691,636986,0.002063 
"24900","Greenwood, MS Micropolitan Statistical Area",-90.1373,33.499572,42914,0.000139 
"24940","Greenwood, SC Micropolitan Statistical Area",-82.148613,34.204262,69661,0.000226 
"24980","Grenada, MS Micropolitan Statistical Area",-89.802798,33.768122,21906,0.000071 
"25060","Gulfport-Biloxi, MS Metropolitan Statistical Area",-89.129381,30.45038,248820,0.000806 
"25100","Guymon, OK Micropolitan Statistical Area",-101.449744,36.71352,20640,0.000067 
"25180","Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",-77.860631,39.553075,269140,0.000872 
"25220","Hammond, LA Micropolitan Statistical Area",-90.455523,30.571612,121097,0.000392 
"25260","Hanford-Corcoran, CA Metropolitan Statistical Area",-119.728977,36.24275,152982,0.000495 
"25300","Hannibal, MO Micropolitan Statistical Area",-91.459068,39.69872,38948,0.000126 
"25340","Harriman, TN Micropolitan Statistical Area",-84.524091,35.882073,54181,0.000175 
"25380","Harrisburg, IL Micropolitan Statistical Area",-88.536373,37.754787,24913,0.000081 
"25420","Harrisburg-Carlisle, PA Metropolitan Statistical Area",-76.956084,40.271759,549475,0.00178 
"25460","Harrison, AR Micropolitan Statistical Area",-93.112441,36.215768,45233,0.000147 
"25500","Harrisonburg, VA Metropolitan Statistical Area",-78.849569,38.449296,125228,0.000406 
"25540","Hartford-West Hartford-East Hartford, CT Metropolitan Statistical Area",-72.653838,41.733397,1212381,0.003927 
"25580","Hastings, NE Micropolitan Statistical Area",-98.348105,40.577153,37906,0.000123 
"25620","Hattiesburg, MS Metropolitan Statistical Area",-89.321286,31.287587,142842,0.000463 
"25660","Havre, MT Micropolitan Statistical Area",-109.762814,48.515787,16096,0.000052 
"25700","Hays, KS Micropolitan Statistical Area",-99.330011,38.88156,28452,0.000092 
"25720","Heber, UT Micropolitan Statistical Area",-111.412253,40.505697,23530,0.000076 
"25740","Helena, MT Micropolitan Statistical Area",-112.026784,46.585198,74801,0.000242 
"25760","Helena-West Helena, AR Micropolitan Statistical Area",-90.707768,34.529768,21757,0.00007 
"25780","Henderson, NC Micropolitan Statistical Area",-78.402099,36.331178,45422,0.000147 
"25820","Hereford, TX Micropolitan Statistical Area",-102.402043,34.835104,19372,0.000063 
"25860","Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",-81.396558,35.764448,365497,0.001184 
"25900","Hilo, HI Micropolitan Statistical Area",-155.421967,19.672838,185079,0.000599 
"25940","Hilton Head Island-Beaufort, SC Micropolitan Statistical Area",-80.80344,32.337396,187010,0.000606 
"25980","Hinesville-Fort Stewart, GA Metropolitan Statistical Area",-81.607303,31.818678,77917,0.000252 
"26020","Hobbs, NM Micropolitan Statistical Area",-103.193824,32.753117,64727,0.00021 
"26100","Holland-Grand Haven, MI Metropolitan Statistical Area",-86.021338,42.909363,263801,0.000854 
"26140","Homosassa Springs, FL Micropolitan Statistical Area",-82.453527,28.863598,141236,0.000457 
"26180","Honolulu, HI Metropolitan Statistical Area",-157.913704,21.372464,953207,0.003087 
"26220","Hood River, OR Micropolitan Statistical Area",-121.563118,45.655534,22346,0.000072 
"26260","Hope, AR Micropolitan Statistical Area",-93.54804,33.706058,31606,0.000102 
"26300","Hot Springs, AR Metropolitan Statistical Area",-93.081833,34.505811,96024,0.000311 
"26340","Houghton, MI Micropolitan Statistical Area",-88.528197,47.139102,38784,0.000126 
"26380","Houma-Bayou Cane-Thibodaux, LA Metropolitan Statistical Area",-90.672802,29.633148,208178,0.000674 
"26420","Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",-95.420164,29.786379,5946800,0.019261 
"26460","Hudson, NY Micropolitan Statistical Area",-73.680967,42.273337,63096,0.000204 
"26480","Humboldt, TN Micropolitan Statistical Area",-88.876464,35.938053,49683,0.000161 
"26500","Huntingdon, PA Micropolitan Statistical Area",-78.002721,40.424965,45913,0.000149 
"26540","Huntington, IN Micropolitan Statistical Area",-85.487082,40.870225,37124,0.00012 
"26580","Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",-82.522143,38.431921,287702,0.000932 
"26620","Huntsville, AL Metropolitan Statistical Area",-86.677824,34.760114,417593,0.001353 
"26660","Huntsville, TX Micropolitan Statistical Area",-95.535005,30.729192,67861,0.00022 
"26700","Huron, SD Micropolitan Statistical Area",-98.226744,44.368345,17398,0.000056 
"26740","Hutchinson, KS Micropolitan Statistical Area",-97.933019,38.050916,64511,0.000209 
"26780","Hutchinson, MN Micropolitan Statistical Area",-94.264677,44.859714,36651,0.000119 
"26820","Idaho Falls, ID Metropolitan Statistical Area",-111.992,43.534224,130374,0.000422 
"26860","Indiana, PA Micropolitan Statistical Area",-79.129363,40.616038,88880,0.000288 
"26900","Indianapolis-Carmel, IN Metropolitan Statistical Area",-86.158732,39.786464,1756241,0.005688 
"26940","Indianola, MS Micropolitan Statistical Area",-90.583975,33.594124,29450,0.000095 
"26980","Iowa City, IA Metropolitan Statistical Area",-91.577839,41.634554,152586,0.000494 
"27020","Iron Mountain, MI-WI Micropolitan Statistical Area",-88.046198,45.836366,30591,0.000099 
"27060","Ithaca, NY Metropolitan Statistical Area",-76.4774,42.460259,101564,0.000329 
"27100","Jackson, MI Metropolitan Statistical Area",-84.406378,42.241314,160248,0.000519 
"27140","Jackson, MS Metropolitan Statistical Area",-90.155599,32.291546,539057,0.001746 
"27180","Jackson, TN Metropolitan Statistical Area",-88.792901,35.618372,115425,0.000374 
"27220","Jackson, WY-ID Micropolitan Statistical Area",-110.894635,43.558433,31464,0.000102 
"27260","Jacksonville, FL Metropolitan Statistical Area",-81.632123,30.240552,1345596,0.004358 
"27300","Jacksonville, IL Micropolitan Statistical Area",-90.261542,39.708674,40902,0.000132 
"27340","Jacksonville, NC Metropolitan Statistical Area",-77.400646,34.741546,177772,0.000576 
"27380","Jacksonville, TX Micropolitan Statistical Area",-95.211322,31.904973,50845,0.000165 
"27420","Jamestown, ND Micropolitan Statistical Area",-98.744689,46.9158,21100,0.000068 
"27460","Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",-79.31469,42.246257,134905,0.000437 
"27500","Janesville, WI Metropolitan Statistical Area",-89.037424,42.651893,160331,0.000519 
"27540","Jasper, IN Micropolitan Statistical Area",-86.989107,38.372971,54734,0.000177 
"27620","Jefferson City, MO Metropolitan Statistical Area",-92.162319,38.625172,149807,0.000485 
"27660","Jennings, LA Micropolitan Statistical Area",-92.738053,30.240195,31594,0.000102 
"27700","Jesup, GA Micropolitan Statistical Area",-81.919108,31.611857,30099,0.000097 
"27740","Johnson City, TN Metropolitan Statistical Area",-82.363737,36.30668,198716,0.000644 
"27780","Johnstown, PA Metropolitan Statistical Area",-78.800021,40.406479,143679,0.000465 
"27860","Jonesboro, AR Metropolitan Statistical Area",-90.646712,35.787842,121026,0.000392 
"27900","Joplin, MO Metropolitan Statistical Area",-94.432817,37.060392,175518,0.000568 
"27940","Juneau, AK Micropolitan Statistical Area",-134.530698,58.358517,31275,0.000101 
"27980","Kahului-Wailuku, HI Micropolitan Statistical Area",-156.49388,20.863748,154834,0.000501 
"28020","Kalamazoo-Portage, MI Metropolitan Statistical Area",-85.684156,42.26283,326589,0.001058 
"28060","Kalispell, MT Micropolitan Statistical Area",-114.279523,48.247205,90928,0.000295 
"28100","Kankakee-Bradley, IL Metropolitan Statistical Area",-87.850856,41.148582,113449,0.000367 
"28140","Kansas City, MO-KS Metropolitan Statistical Area",-94.578404,39.020384,2035334,0.006592 
"28180","Kapaa, HI Micropolitan Statistical Area",-159.442076,22.021022,67091,0.000217 
"28260","Kearney, NE Micropolitan Statistical Area",-99.060577,40.709116,52591,0.00017 
"28300","Keene, NH Micropolitan Statistical Area",-72.262788,42.898264,77117,0.00025 
"28340","Kendallville, IN Micropolitan Statistical Area",-85.391212,41.413892,47536,0.000154 
"28380","Kennett, MO Micropolitan Statistical Area",-90.059091,36.326744,31953,0.000103 
"28420","Kennewick-Pasco-Richland, WA Metropolitan Statistical Area",-119.227719,46.25221,253340,0.000821 
"28500","Kerrville, TX Micropolitan Statistical Area",-99.159799,30.039931,49625,0.000161 
"28540","Ketchikan, AK Micropolitan Statistical Area",-131.678606,55.367859,13477,0.000044 
"28580","Key West, FL Micropolitan Statistical Area",-81.263027,24.739678,73090,0.000237 
"28620","Kill Devil Hills, NC Micropolitan Statistical Area",-75.675009,35.907564,33920,0.00011 
"28660","Killeen-Temple-Fort Hood, TX Metropolitan Statistical Area",-97.66156,31.113762,405300,0.001313 
"28700","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",-82.409817,36.565404,309544,0.001003 
"28740","Kingston, NY Metropolitan Statistical Area",-74.100651,41.841064,182493,0.000591 
"28780","Kingsville, TX Micropolitan Statistical Area",-97.856697,27.487028,32477,0.000105 
"28820","Kinston, NC Micropolitan Statistical Area",-77.631853,35.262323,59495,0.000193 
"28860","Kirksville, MO Micropolitan Statistical Area",-92.573531,40.234922,30038,0.000097 
"28900","Klamath Falls, OR Micropolitan Statistical Area",-121.724834,42.281867,66380,0.000215 
"28940","Knoxville, TN Metropolitan Statistical Area",-84.020779,35.939032,698030,0.002261 
"28980","Kodiak, AK Micropolitan Statistical Area",-152.460309,57.779138,13592,0.000044 
"29020","Kokomo, IN Metropolitan Statistical Area",-86.119656,40.444568,98688,0.00032 
"29060","Laconia, NH Micropolitan Statistical Area",-71.440669,43.517401,60088,0.000195 
"29100","La Crosse, WI-MN Metropolitan Statistical Area",-91.241389,43.838518,133665,0.000433 
"29140","Lafayette, IN Metropolitan Statistical Area",-86.876079,40.440868,201789,0.000654 
"29180","Lafayette, LA Metropolitan Statistical Area",-92.004034,30.209758,273738,0.000887 
"29220","La Follette, TN Micropolitan Statistical Area",-84.125902,36.383125,40716,0.000132 
"29260","La Grande, OR Micropolitan Statistical Area",-118.019475,45.341758,25748,0.000083 
"29300","LaGrange, GA Micropolitan Statistical Area",-85.031723,33.036737,67044,0.000217 
"29340","Lake Charles, LA Metropolitan Statistical Area",-93.259809,30.218252,199607,0.000647 
"29380","Lake City, FL Micropolitan Statistical Area",-82.660558,30.126052,67531,0.000219 
"29420","Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",-114.248147,35.069679,200186,0.000648 
"29460","Lakeland-Winter Haven, FL Metropolitan Statistical Area",-81.799985,28.03114,602095,0.00195 
"29500","Lamesa, TX Micropolitan Statistical Area",-101.94933,32.73465,13833,0.000045 
"29540","Lancaster, PA Metropolitan Statistical Area",-76.290871,40.073653,519445,0.001682 
"29580","Lancaster, SC Micropolitan Statistical Area",-80.74735,34.75813,76652,0.000248 
"29620","Lansing-East Lansing, MI Metropolitan Statistical Area",-84.557412,42.711307,464036,0.001503 
"29660","Laramie, WY Micropolitan Statistical Area",-105.598285,41.314993,36299,0.000118 
"29700","Laredo, TX Metropolitan Statistical Area",-99.476354,27.520331,250304,0.000811 
"29740","Las Cruces, NM Metropolitan Statistical Area",-106.728879,32.247295,209233,0.000678 
"29780","Las Vegas, NM Micropolitan Statistical Area",-105.309662,35.573297,29393,0.000095 
"29820","Las Vegas-Paradise, NV Metropolitan Statistical Area",-115.149912,36.143366,1951269,0.00632 
"29860","Laurel, MS Micropolitan Statistical Area",-89.160959,31.728629,84823,0.000275 
"29900","Laurinburg, NC Micropolitan Statistical Area",-79.478669,34.786334,36157,0.000117 
"29940","Lawrence, KS Metropolitan Statistical Area",-95.251352,38.941783,110826,0.000359 
"29980","Lawrenceburg, TN Micropolitan Statistical Area",-87.355818,35.2351,41869,0.000136 
"30020","Lawton, OK Metropolitan Statistical Area",-98.421629,34.629215,124098,0.000402 
"30060","Lebanon, MO Micropolitan Statistical Area",-92.654562,37.669645,35571,0.000115 
"30100","Lebanon, NH-VT Micropolitan Statistical Area",-72.200572,43.769764,174724,0.000566 
"30140","Lebanon, PA Metropolitan Statistical Area",-76.442878,40.341616,133568,0.000433 
"30220","Levelland, TX Micropolitan Statistical Area",-102.334803,33.586416,22935,0.000074 
"30260","Lewisburg, PA Micropolitan Statistical Area",-76.957762,40.974261,44947,0.000146 
"30280","Lewisburg, TN Micropolitan Statistical Area",-86.772751,35.488657,30617,0.000099 
"30300","Lewiston, ID-WA Metropolitan Statistical Area",-116.991924,46.392113,60888,0.000197 
"30340","Lewiston-Auburn, ME Metropolitan Statistical Area",-70.20132,44.119069,107702,0.000349 
"30380","Lewistown, PA Micropolitan Statistical Area",-77.61589,40.602422,46682,0.000151 
"30420","Lexington, NE Micropolitan Statistical Area",-99.856901,40.810207,26370,0.000085 
"30460","Lexington-Fayette, KY Metropolitan Statistical Area",-84.491215,38.034363,472099,0.001529 
"30500","Lexington Park, MD Micropolitan Statistical Area",-76.578976,38.307327,105151,0.000341 
"30580","Liberal, KS Micropolitan Statistical Area",-100.916087,37.052196,22952,0.000074 
"30620","Lima, OH Metropolitan Statistical Area",-84.121914,40.757676,106331,0.000344 
"30660","Lincoln, IL Micropolitan Statistical Area",-89.36152,40.140775,30305,0.000098 
"30700","Lincoln, NE Metropolitan Statistical Area",-96.697533,40.80508,302157,0.000979 
"30740","Lincolnton, NC Micropolitan Statistical Area",-81.178517,35.485028,78265,0.000253 
"30780","Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",-92.338945,34.80404,699757,0.002266 
"30820","Lock Haven, PA Micropolitan Statistical Area",-77.45181,41.141257,39238,0.000127 
"30860","Logan, UT-ID Metropolitan Statistical Area",-111.84383,41.780518,125442,0.000406 
"30900","Logansport, IN Micropolitan Statistical Area",-86.339634,40.747104,38966,0.000126 
"30940","London, KY Micropolitan Statistical Area",-84.087836,37.091397,58849,0.000191 
"30980","Longview, TX Metropolitan Statistical Area",-94.817451,32.459029,214369,0.000694 
"31020","Longview, WA Metropolitan Statistical Area",-122.900056,46.137731,102410,0.000332 
"31060","Los Alamos, NM Micropolitan Statistical Area",-106.270303,35.868767,17950,0.000058 
"31100","Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",-118.154817,33.987469,12828837,0.041551 
"31140","Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",-85.686604,38.215337,1283566,0.004157 
"31180","Lubbock, TX Metropolitan Statistical Area",-101.876548,33.558916,284890,0.000923 
"31260","Lufkin, TX Micropolitan Statistical Area",-94.714144,31.312605,86771,0.000281 
"31300","Lumberton, NC Micropolitan Statistical Area",-79.093871,34.674582,134168,0.000435 
"31340","Lynchburg, VA Metropolitan Statistical Area",-79.243966,37.355622,252634,0.000818 
"31380","Macomb, IL Micropolitan Statistical Area",-90.669316,40.469473,32612,0.000106 
"31420","Macon, GA Metropolitan Statistical Area",-83.697542,32.859805,232293,0.000752 
"31460","Madera-Chowchilla, CA Metropolitan Statistical Area",-120.006567,37.043099,150865,0.000489 
"31500","Madison, IN Micropolitan Statistical Area",-85.433679,38.758957,32428,0.000105 
"31540","Madison, WI Metropolitan Statistical Area",-89.421754,43.109222,568593,0.001842 
"31580","Madisonville, KY Micropolitan Statistical Area",-87.523134,37.305866,46920,0.000152 
"31620","Magnolia, AR Micropolitan Statistical Area",-93.247441,33.258046,24552,0.00008 
"31660","Malone, NY Micropolitan Statistical Area",-74.344498,44.712836,51599,0.000167 
"31700","Manchester-Nashua, NH Metropolitan Statistical Area",-71.532984,42.87989,400721,0.001298 
"31740","Manhattan, KS Metropolitan Statistical Area",-96.634903,39.160422,127081,0.000412 
"31820","Manitowoc, WI Micropolitan Statistical Area",-87.723762,44.104427,81442,0.000264 
"31860","Mankato-North Mankato, MN Metropolitan Statistical Area",-94.019796,44.17567,96740,0.000313 
"31900","Mansfield, OH Metropolitan Statistical Area",-82.54038,40.762375,124475,0.000403 
"31920","Marble Falls, TX Micropolitan Statistical Area",-98.244776,30.671779,42750,0.000138 
"31940","Marinette, WI-MI Micropolitan Statistical Area",-87.749884,45.264864,65778,0.000213 
"31980","Marion, IN Micropolitan Statistical Area",-85.644432,40.525254,70061,0.000227 
"32020","Marion, OH Micropolitan Statistical Area",-83.129151,40.58206,66501,0.000215 
"32060","Marion-Herrin, IL Micropolitan Statistical Area",-88.975001,37.755675,66357,0.000215 
"32100","Marquette, MI Micropolitan Statistical Area",-87.49462,46.486961,67077,0.000217 
"32140","Marshall, MN Micropolitan Statistical Area",-95.795443,44.428428,25857,0.000084 
"32180","Marshall, MO Micropolitan Statistical Area",-93.204838,39.111933,23370,0.000076 
"32220","Marshall, TX Micropolitan Statistical Area",-94.412991,32.534968,65631,0.000213 
"32260","Marshalltown, IA Micropolitan Statistical Area",-92.938418,42.031353,40648,0.000132 
"32270","Marshfield-Wisconsin Rapids, WI Micropolitan Statistical Area",-89.964242,44.478782,74749,0.000242 
"32280","Martin, TN Micropolitan Statistical Area",-88.773592,36.292721,35021,0.000113 
"32300","Martinsville, VA Micropolitan Statistical Area",-79.89536,36.689021,67972,0.00022 
"32340","Maryville, MO Micropolitan Statistical Area",-94.86794,40.352749,23370,0.000076 
"32380","Mason City, IA Micropolitan Statistical Area",-93.247092,43.169095,51749,0.000168 
"32460","Mayfield, KY Micropolitan Statistical Area",-88.650353,36.741213,37121,0.00012 
"32500","Maysville, KY Micropolitan Statistical Area",-83.593282,38.592574,31360,0.000102 
"32540","McAlester, OK Micropolitan Statistical Area",-95.719746,34.95799,45837,0.000148 
"32580","McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",-98.184073,26.232453,774769,0.002509 
"32620","McComb, MS Micropolitan Statistical Area",-90.529906,31.207218,53535,0.000173 
"32660","McMinnville, TN Micropolitan Statistical Area",-85.79264,35.695538,39839,0.000129 
"32700","McPherson, KS Micropolitan Statistical Area",-97.64763,38.381163,29180,0.000095 
"32740","Meadville, PA Micropolitan Statistical Area",-80.101169,41.665952,88765,0.000288 
"32780","Medford, OR Metropolitan Statistical Area",-122.858375,42.34699,203206,0.000658 
"32820","Memphis, TN-MS-AR Metropolitan Statistical Area",-89.890171,35.103614,1316100,0.004263 
"32860","Menomonie, WI Micropolitan Statistical Area",-91.895126,44.914468,43857,0.000142 
"32900","Merced, CA Metropolitan Statistical Area",-120.623894,37.281017,255793,0.000828 
"32940","Meridian, MS Micropolitan Statistical Area",-88.696498,32.38302,107449,0.000348 
"32980","Merrill, WI Micropolitan Statistical Area",-89.686674,45.285493,28743,0.000093 
"33020","Mexico, MO Micropolitan Statistical Area",-91.820995,39.205358,25529,0.000083 
"33060","Miami, OK Micropolitan Statistical Area",-94.837149,36.858051,31848,0.000103 
"33100","Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",-80.240069,26.08737,5564635,0.018023 
"33140","Michigan City-La Porte, IN Metropolitan Statistical Area",-86.790997,41.631838,111467,0.000361 
"33180","Middlesborough, KY Micropolitan Statistical Area",-83.701354,36.687929,28691,0.000093 
"33220","Midland, MI Micropolitan Statistical Area",-84.298082,43.642776,83629,0.000271 
"33260","Midland, TX Metropolitan Statistical Area",-102.106659,32.002749,136872,0.000443 
"33300","Milledgeville, GA Micropolitan Statistical Area",-83.204006,33.114081,55149,0.000179 
"33340","Milwaukee-Waukesha-West Allis, WI Metropolitan Statistical Area",-88.050188,43.075877,1555908,0.005039 
"33380","Minden, LA Micropolitan Statistical Area",-93.341034,32.700101,41207,0.000133 
"33420","Mineral Wells, TX Micropolitan Statistical Area",-98.167562,32.778005,28111,0.000091 
"33460","Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",-93.257032,44.994343,3279833,0.010623 
"33500","Minot, ND Micropolitan Statistical Area",-101.287258,48.26732,69540,0.000225 
"33540","Missoula, MT Metropolitan Statistical Area",-114.01897,46.875473,109299,0.000354 
"33580","Mitchell, SD Micropolitan Statistical Area",-98.003444,43.699341,22835,0.000074 
"33620","Moberly, MO Micropolitan Statistical Area",-92.451941,39.412907,25414,0.000082 
"33660","Mobile, AL Metropolitan Statistical Area",-88.170618,30.683994,412992,0.001338 
"33700","Modesto, CA Metropolitan Statistical Area",-120.955575,37.619148,514453,0.001666 
"33740","Monroe, LA Metropolitan Statistical Area",-92.165,32.550424,176441,0.000571 
"33780","Monroe, MI Metropolitan Statistical Area",-83.485685,41.900249,152021,0.000492 
"33820","Monroe, WI Micropolitan Statistical Area",-89.576075,42.670633,36842,0.000119 
"33860","Montgomery, AL Metropolitan Statistical Area",-86.287743,32.408302,374536,0.001213 
"33940","Montrose, CO Micropolitan Statistical Area",-107.934468,38.479142,41276,0.000134 
"33980","Morehead City, NC Micropolitan Statistical Area",-76.804409,34.746774,66469,0.000215 
"34020","Morgan City, LA Micropolitan Statistical Area",-91.344868,29.740594,54650,0.000177 
"34060","Morgantown, WV Metropolitan Statistical Area",-79.886484,39.59983,129709,0.00042 
"34100","Morristown, TN Metropolitan Statistical Area",-83.386517,36.168754,136608,0.000442 
"34140","Moscow, ID Micropolitan Statistical Area",-116.934415,46.742969,37244,0.000121 
"34180","Moses Lake, WA Micropolitan Statistical Area",-119.469558,47.141696,89120,0.000289 
"34220","Moultrie, GA Micropolitan Statistical Area",-83.768671,31.180956,45498,0.000147 
"34260","Mountain Home, AR Micropolitan Statistical Area",-92.383941,36.332209,41513,0.000134 
"34300","Mountain Home, ID Micropolitan Statistical Area",-115.684462,43.115321,27038,0.000088 
"34340","Mount Airy, NC Micropolitan Statistical Area",-80.656933,36.431315,73673,0.000239 
"34380","Mount Pleasant, MI Micropolitan Statistical Area",-84.799851,43.607247,70311,0.000228 
"34420","Mount Pleasant, TX Micropolitan Statistical Area",-94.966833,33.175718,32334,0.000105 
"34460","Mount Sterling, KY Micropolitan Statistical Area",-83.824919,38.049158,44396,0.000144 
"34500","Mount Vernon, IL Micropolitan Statistical Area",-88.847668,38.269796,47284,0.000153 
"34540","Mount Vernon, OH Micropolitan Statistical Area",-82.454629,40.399128,60921,0.000197 
